Image_path,Label
CelebA_Spoof\Data\train\9927\live\388679.jpg,0
CelebA_Spoof\Data\train\9927\live\394244.jpg,0
CelebA_Spoof\Data\train\9927\live\408272.jpg,0
CelebA_Spoof\Data\train\9927\live\449952.jpg,0
CelebA_Spoof\Data\train\9927\live\453667.jpg,0
CelebA_Spoof\Data\train\9927\live\469022.jpg,0
CelebA_Spoof\Data\train\993\live\024906.jpg,0
CelebA_Spoof\Data\train\993\live\026703.jpg,0
CelebA_Spoof\Data\train\993\live\028198.jpg,0
CelebA_Spoof\Data\train\993\live\040505.jpg,0
CelebA_Spoof\Data\train\993\live\041291.jpg,0
CelebA_Spoof\Data\train\993\live\046619.jpg,0
CelebA_Spoof\Data\train\993\live\046733.jpg,0
CelebA_Spoof\Data\train\993\live\061299.jpg,0
CelebA_Spoof\Data\train\993\live\077464.jpg,0
CelebA_Spoof\Data\train\993\live\124220.jpg,0
CelebA_Spoof\Data\train\993\live\150180.jpg,0
CelebA_Spoof\Data\train\993\live\151515.jpg,0
CelebA_Spoof\Data\train\993\live\156081.jpg,0
CelebA_Spoof\Data\train\993\live\159998.jpg,0
CelebA_Spoof\Data\train\993\live\166340.jpg,0
CelebA_Spoof\Data\train\993\live\181332.jpg,0
CelebA_Spoof\Data\train\993\live\190045.jpg,0
CelebA_Spoof\Data\train\993\live\209870.jpg,0
CelebA_Spoof\Data\train\993\live\218572.jpg,0
CelebA_Spoof\Data\train\993\live\220864.jpg,0
CelebA_Spoof\Data\train\993\live\226908.jpg,0
CelebA_Spoof\Data\train\993\live\232939.jpg,0
CelebA_Spoof\Data\train\993\live\277984.jpg,0
CelebA_Spoof\Data\train\993\live\303614.jpg,0
CelebA_Spoof\Data\train\993\live\306969.jpg,0
CelebA_Spoof\Data\train\993\live\314817.jpg,0
CelebA_Spoof\Data\train\993\live\321274.jpg,0
CelebA_Spoof\Data\train\993\live\324345.jpg,0
CelebA_Spoof\Data\train\993\live\330543.jpg,0
CelebA_Spoof\Data\train\993\live\345849.jpg,0
CelebA_Spoof\Data\train\993\live\400760.jpg,0
CelebA_Spoof\Data\train\993\live\406379.jpg,0
CelebA_Spoof\Data\train\993\live\414352.jpg,0
CelebA_Spoof\Data\train\993\live\426929.jpg,0
CelebA_Spoof\Data\train\993\live\457471.jpg,0
CelebA_Spoof\Data\train\993\live\461497.jpg,0
CelebA_Spoof\Data\train\993\live\476910.jpg,0
CelebA_Spoof\Data\train\9930\live\028148.jpg,0
CelebA_Spoof\Data\train\9930\live\092683.jpg,0
CelebA_Spoof\Data\train\9930\live\096397.jpg,0
CelebA_Spoof\Data\train\9930\live\100750.jpg,0
CelebA_Spoof\Data\train\9930\live\121909.jpg,0
CelebA_Spoof\Data\train\9930\live\151809.jpg,0
CelebA_Spoof\Data\train\9930\live\187033.jpg,0
CelebA_Spoof\Data\train\9930\live\212526.jpg,0
CelebA_Spoof\Data\train\9930\live\235875.jpg,0
CelebA_Spoof\Data\train\9930\live\252302.jpg,0
CelebA_Spoof\Data\train\9930\live\260448.jpg,0
CelebA_Spoof\Data\train\9930\live\284502.jpg,0
CelebA_Spoof\Data\train\9930\live\288597.jpg,0
CelebA_Spoof\Data\train\9930\live\292527.jpg,0
CelebA_Spoof\Data\train\9930\live\313677.jpg,0
CelebA_Spoof\Data\train\9930\live\352192.jpg,0
CelebA_Spoof\Data\train\9930\live\367505.jpg,0
CelebA_Spoof\Data\train\9930\live\403929.jpg,0
CelebA_Spoof\Data\train\9930\live\448597.jpg,0
CelebA_Spoof\Data\train\9930\live\470129.jpg,0
CelebA_Spoof\Data\train\9930\live\472851.jpg,0
CelebA_Spoof\Data\train\9931\live\034261.jpg,0
CelebA_Spoof\Data\train\9931\live\044724.jpg,0
CelebA_Spoof\Data\train\9931\live\109731.jpg,0
CelebA_Spoof\Data\train\9931\live\165790.jpg,0
CelebA_Spoof\Data\train\9931\live\170978.jpg,0
CelebA_Spoof\Data\train\9931\live\183445.jpg,0
CelebA_Spoof\Data\train\9931\live\255526.jpg,0
CelebA_Spoof\Data\train\9931\live\262710.jpg,0
CelebA_Spoof\Data\train\9931\live\265942.jpg,0
CelebA_Spoof\Data\train\9931\live\270557.jpg,0
CelebA_Spoof\Data\train\9931\live\276424.jpg,0
CelebA_Spoof\Data\train\9931\live\279952.jpg,0
CelebA_Spoof\Data\train\9931\live\297228.jpg,0
CelebA_Spoof\Data\train\9931\live\298311.jpg,0
CelebA_Spoof\Data\train\9931\live\298340.jpg,0
CelebA_Spoof\Data\train\9931\live\333832.jpg,0
CelebA_Spoof\Data\train\9931\live\365872.jpg,0
CelebA_Spoof\Data\train\9931\live\384448.jpg,0
CelebA_Spoof\Data\train\9931\live\406473.jpg,0
CelebA_Spoof\Data\train\9931\live\490021.jpg,0
CelebA_Spoof\Data\train\9932\live\002764.jpg,0
CelebA_Spoof\Data\train\9932\live\012092.jpg,0
CelebA_Spoof\Data\train\9932\live\036669.jpg,0
CelebA_Spoof\Data\train\9932\live\069527.jpg,0
CelebA_Spoof\Data\train\9932\live\082224.jpg,0
CelebA_Spoof\Data\train\9932\live\124763.jpg,0
CelebA_Spoof\Data\train\9932\live\148553.jpg,0
CelebA_Spoof\Data\train\9932\live\185207.jpg,0
CelebA_Spoof\Data\train\9932\live\213242.jpg,0
CelebA_Spoof\Data\train\9932\live\240920.jpg,0
CelebA_Spoof\Data\train\9932\live\244015.jpg,0
CelebA_Spoof\Data\train\9932\live\247190.jpg,0
CelebA_Spoof\Data\train\9932\live\265741.jpg,0
CelebA_Spoof\Data\train\9932\live\270899.jpg,0
CelebA_Spoof\Data\train\9932\live\272591.jpg,0
CelebA_Spoof\Data\train\9932\live\302153.jpg,0
CelebA_Spoof\Data\train\9932\live\314978.jpg,0
CelebA_Spoof\Data\train\9932\live\345084.jpg,0
CelebA_Spoof\Data\train\9932\live\349515.jpg,0
CelebA_Spoof\Data\train\9932\live\350036.jpg,0
CelebA_Spoof\Data\train\9932\live\361680.jpg,0
CelebA_Spoof\Data\train\9932\live\406812.jpg,0
CelebA_Spoof\Data\train\9932\live\421144.jpg,0
CelebA_Spoof\Data\train\9932\live\427433.jpg,0
CelebA_Spoof\Data\train\9933\live\070015.jpg,0
CelebA_Spoof\Data\train\9933\live\077053.jpg,0
CelebA_Spoof\Data\train\9933\live\096503.jpg,0
CelebA_Spoof\Data\train\9933\live\129163.jpg,0
CelebA_Spoof\Data\train\9933\live\133492.jpg,0
CelebA_Spoof\Data\train\9933\live\135045.jpg,0
CelebA_Spoof\Data\train\9933\live\163841.jpg,0
CelebA_Spoof\Data\train\9933\live\170235.jpg,0
CelebA_Spoof\Data\train\9933\live\183233.jpg,0
CelebA_Spoof\Data\train\9933\live\258274.jpg,0
CelebA_Spoof\Data\train\9933\live\288481.jpg,0
CelebA_Spoof\Data\train\9933\live\299681.jpg,0
CelebA_Spoof\Data\train\9933\live\308725.jpg,0
CelebA_Spoof\Data\train\9933\live\323221.jpg,0
CelebA_Spoof\Data\train\9933\live\326659.jpg,0
CelebA_Spoof\Data\train\9933\live\387893.jpg,0
CelebA_Spoof\Data\train\9933\live\415109.jpg,0
CelebA_Spoof\Data\train\9933\live\422699.jpg,0
CelebA_Spoof\Data\train\9933\live\440975.jpg,0
CelebA_Spoof\Data\train\9933\live\444090.jpg,0
CelebA_Spoof\Data\train\9933\live\455842.jpg,0
CelebA_Spoof\Data\train\9933\live\456489.jpg,0
CelebA_Spoof\Data\train\9933\live\478328.jpg,0
CelebA_Spoof\Data\train\9933\live\493215.jpg,0
CelebA_Spoof\Data\train\9934\live\001406.jpg,0
CelebA_Spoof\Data\train\9934\live\015375.jpg,0
CelebA_Spoof\Data\train\9934\live\051817.jpg,0
CelebA_Spoof\Data\train\9934\live\053061.jpg,0
CelebA_Spoof\Data\train\9934\live\068252.jpg,0
CelebA_Spoof\Data\train\9934\live\099294.jpg,0
CelebA_Spoof\Data\train\9934\live\105740.jpg,0
CelebA_Spoof\Data\train\9934\live\113888.jpg,0
CelebA_Spoof\Data\train\9934\live\133271.jpg,0
CelebA_Spoof\Data\train\9934\live\161947.jpg,0
CelebA_Spoof\Data\train\9934\live\164214.jpg,0
CelebA_Spoof\Data\train\9934\live\191431.jpg,0
CelebA_Spoof\Data\train\9934\live\208072.jpg,0
CelebA_Spoof\Data\train\9934\live\223237.jpg,0
CelebA_Spoof\Data\train\9934\live\225668.jpg,0
CelebA_Spoof\Data\train\9934\live\251834.jpg,0
CelebA_Spoof\Data\train\9934\live\267360.jpg,0
CelebA_Spoof\Data\train\9934\live\298286.jpg,0
CelebA_Spoof\Data\train\9934\live\301747.jpg,0
CelebA_Spoof\Data\train\9934\live\305270.jpg,0
CelebA_Spoof\Data\train\9934\live\332304.jpg,0
CelebA_Spoof\Data\train\9934\live\343175.jpg,0
CelebA_Spoof\Data\train\9934\live\368994.jpg,0
CelebA_Spoof\Data\train\9934\live\385503.jpg,0
CelebA_Spoof\Data\train\9934\live\403477.jpg,0
CelebA_Spoof\Data\train\9934\live\411047.jpg,0
CelebA_Spoof\Data\train\9934\live\446041.jpg,0
CelebA_Spoof\Data\train\9934\live\451956.jpg,0
CelebA_Spoof\Data\train\9934\live\471045.jpg,0
CelebA_Spoof\Data\train\9935\live\005448.jpg,0
CelebA_Spoof\Data\train\9935\live\007410.jpg,0
CelebA_Spoof\Data\train\9935\live\030179.jpg,0
CelebA_Spoof\Data\train\9935\live\035282.jpg,0
CelebA_Spoof\Data\train\9935\live\039293.jpg,0
CelebA_Spoof\Data\train\9935\live\041689.jpg,0
CelebA_Spoof\Data\train\9935\live\046734.jpg,0
CelebA_Spoof\Data\train\9935\live\066275.jpg,0
CelebA_Spoof\Data\train\9935\live\070640.jpg,0
CelebA_Spoof\Data\train\9935\live\083395.jpg,0
CelebA_Spoof\Data\train\9935\live\089007.jpg,0
CelebA_Spoof\Data\train\9935\live\110625.jpg,0
CelebA_Spoof\Data\train\9935\live\133487.jpg,0
CelebA_Spoof\Data\train\9935\live\138428.jpg,0
CelebA_Spoof\Data\train\9935\live\147893.jpg,0
CelebA_Spoof\Data\train\9935\live\176367.jpg,0
CelebA_Spoof\Data\train\9935\live\180692.jpg,0
CelebA_Spoof\Data\train\9935\live\209132.jpg,0
CelebA_Spoof\Data\train\9935\live\211636.jpg,0
CelebA_Spoof\Data\train\9935\live\235939.jpg,0
CelebA_Spoof\Data\train\9935\live\275939.jpg,0
CelebA_Spoof\Data\train\9935\live\321388.jpg,0
CelebA_Spoof\Data\train\9935\live\321811.jpg,0
CelebA_Spoof\Data\train\9935\live\327157.jpg,0
CelebA_Spoof\Data\train\9935\live\353204.jpg,0
CelebA_Spoof\Data\train\9935\live\374264.jpg,0
CelebA_Spoof\Data\train\9935\live\377015.jpg,0
CelebA_Spoof\Data\train\9935\live\398470.jpg,0
CelebA_Spoof\Data\train\9935\live\476344.jpg,0
CelebA_Spoof\Data\train\9935\live\481055.jpg,0
CelebA_Spoof\Data\train\9936\live\001621.jpg,0
CelebA_Spoof\Data\train\9936\live\084682.jpg,0
CelebA_Spoof\Data\train\9936\live\113837.jpg,0
CelebA_Spoof\Data\train\9936\live\140522.jpg,0
CelebA_Spoof\Data\train\9936\live\199023.jpg,0
CelebA_Spoof\Data\train\9936\live\199633.jpg,0
CelebA_Spoof\Data\train\9936\live\220705.jpg,0
CelebA_Spoof\Data\train\9936\live\288076.jpg,0
CelebA_Spoof\Data\train\9936\live\330049.jpg,0
CelebA_Spoof\Data\train\9936\live\416756.jpg,0
CelebA_Spoof\Data\train\9936\live\418100.jpg,0
CelebA_Spoof\Data\train\9936\live\431919.jpg,0
CelebA_Spoof\Data\train\9936\live\442128.jpg,0
CelebA_Spoof\Data\train\9936\live\461527.jpg,0
CelebA_Spoof\Data\train\9936\live\477764.jpg,0
CelebA_Spoof\Data\train\9937\live\003962.jpg,0
CelebA_Spoof\Data\train\9937\live\020958.jpg,0
CelebA_Spoof\Data\train\9937\live\029102.jpg,0
CelebA_Spoof\Data\train\9937\live\031912.jpg,0
CelebA_Spoof\Data\train\9937\live\046023.jpg,0
CelebA_Spoof\Data\train\9937\live\055486.jpg,0
CelebA_Spoof\Data\train\9937\live\062628.jpg,0
CelebA_Spoof\Data\train\9937\live\088271.jpg,0
CelebA_Spoof\Data\train\9937\live\104058.jpg,0
CelebA_Spoof\Data\train\9937\live\114623.jpg,0
CelebA_Spoof\Data\train\9937\live\148325.jpg,0
CelebA_Spoof\Data\train\9937\live\185125.jpg,0
CelebA_Spoof\Data\train\9937\live\191151.jpg,0
CelebA_Spoof\Data\train\9937\live\195324.jpg,0
CelebA_Spoof\Data\train\9937\live\209888.jpg,0
CelebA_Spoof\Data\train\9937\live\220056.jpg,0
CelebA_Spoof\Data\train\9937\live\231117.jpg,0
CelebA_Spoof\Data\train\9937\live\261242.jpg,0
CelebA_Spoof\Data\train\9937\live\265901.jpg,0
CelebA_Spoof\Data\train\9937\live\306230.jpg,0
CelebA_Spoof\Data\train\9937\live\386815.jpg,0
CelebA_Spoof\Data\train\9937\live\398175.jpg,0
CelebA_Spoof\Data\train\9937\live\399925.jpg,0
CelebA_Spoof\Data\train\9937\live\405599.jpg,0
CelebA_Spoof\Data\train\9937\live\406943.jpg,0
CelebA_Spoof\Data\train\9937\live\448731.jpg,0
CelebA_Spoof\Data\train\9937\live\467245.jpg,0
CelebA_Spoof\Data\train\9937\live\470792.jpg,0
CelebA_Spoof\Data\train\9937\live\487001.jpg,0
CelebA_Spoof\Data\train\9938\live\010437.jpg,0
CelebA_Spoof\Data\train\9938\live\018414.jpg,0
CelebA_Spoof\Data\train\9938\live\061269.jpg,0
CelebA_Spoof\Data\train\9938\live\065275.jpg,0
CelebA_Spoof\Data\train\9938\live\086820.jpg,0
CelebA_Spoof\Data\train\9938\live\100213.jpg,0
CelebA_Spoof\Data\train\9938\live\125062.jpg,0
CelebA_Spoof\Data\train\9938\live\158357.jpg,0
CelebA_Spoof\Data\train\9938\live\246270.jpg,0
CelebA_Spoof\Data\train\9938\live\258684.jpg,0
CelebA_Spoof\Data\train\9938\live\259024.jpg,0
CelebA_Spoof\Data\train\9938\live\274058.jpg,0
CelebA_Spoof\Data\train\9938\live\313918.jpg,0
CelebA_Spoof\Data\train\9938\live\330100.jpg,0
CelebA_Spoof\Data\train\9938\live\350556.jpg,0
CelebA_Spoof\Data\train\9938\live\371196.jpg,0
CelebA_Spoof\Data\train\9938\live\386784.jpg,0
CelebA_Spoof\Data\train\9938\live\415467.jpg,0
CelebA_Spoof\Data\train\9938\live\422046.jpg,0
CelebA_Spoof\Data\train\9938\live\445131.jpg,0
CelebA_Spoof\Data\train\9938\live\446939.jpg,0
CelebA_Spoof\Data\train\9938\live\474473.jpg,0
CelebA_Spoof\Data\train\9939\live\019875.jpg,0
CelebA_Spoof\Data\train\9939\live\042680.jpg,0
CelebA_Spoof\Data\train\9939\live\090450.jpg,0
CelebA_Spoof\Data\train\9939\live\128460.jpg,0
CelebA_Spoof\Data\train\9939\live\130564.jpg,0
CelebA_Spoof\Data\train\9939\live\134064.jpg,0
CelebA_Spoof\Data\train\9939\live\160765.jpg,0
CelebA_Spoof\Data\train\9939\live\176496.jpg,0
CelebA_Spoof\Data\train\9939\live\193106.jpg,0
CelebA_Spoof\Data\train\9939\live\200577.jpg,0
CelebA_Spoof\Data\train\9939\live\213932.jpg,0
CelebA_Spoof\Data\train\9939\live\272140.jpg,0
CelebA_Spoof\Data\train\9939\live\275155.jpg,0
CelebA_Spoof\Data\train\9939\live\292990.jpg,0
CelebA_Spoof\Data\train\9939\live\300704.jpg,0
CelebA_Spoof\Data\train\9939\live\313442.jpg,0
CelebA_Spoof\Data\train\9939\live\382695.jpg,0
CelebA_Spoof\Data\train\9939\live\393190.jpg,0
CelebA_Spoof\Data\train\9939\live\492323.jpg,0
CelebA_Spoof\Data\train\994\live\013416.jpg,0
CelebA_Spoof\Data\train\994\live\016301.jpg,0
CelebA_Spoof\Data\train\994\live\019414.jpg,0
CelebA_Spoof\Data\train\994\live\035791.jpg,0
CelebA_Spoof\Data\train\994\live\070279.jpg,0
CelebA_Spoof\Data\train\994\live\086329.jpg,0
CelebA_Spoof\Data\train\994\live\101374.jpg,0
CelebA_Spoof\Data\train\994\live\118040.jpg,0
CelebA_Spoof\Data\train\994\live\125271.jpg,0
CelebA_Spoof\Data\train\994\live\136615.jpg,0
CelebA_Spoof\Data\train\994\live\166263.jpg,0
CelebA_Spoof\Data\train\994\live\185306.jpg,0
CelebA_Spoof\Data\train\994\live\206789.jpg,0
CelebA_Spoof\Data\train\994\live\226600.jpg,0
CelebA_Spoof\Data\train\994\live\242557.jpg,0
CelebA_Spoof\Data\train\994\live\243866.jpg,0
CelebA_Spoof\Data\train\994\live\273857.jpg,0
CelebA_Spoof\Data\train\994\live\275862.jpg,0
CelebA_Spoof\Data\train\994\live\286628.jpg,0
CelebA_Spoof\Data\train\994\live\322353.jpg,0
CelebA_Spoof\Data\train\994\live\343081.jpg,0
CelebA_Spoof\Data\train\994\live\347316.jpg,0
CelebA_Spoof\Data\train\994\live\378800.jpg,0
CelebA_Spoof\Data\train\994\live\390924.jpg,0
CelebA_Spoof\Data\train\994\live\391350.jpg,0
CelebA_Spoof\Data\train\994\live\407480.jpg,0
CelebA_Spoof\Data\train\994\live\416498.jpg,0
CelebA_Spoof\Data\train\994\live\418362.jpg,0
CelebA_Spoof\Data\train\994\live\452636.jpg,0
CelebA_Spoof\Data\train\994\live\479201.jpg,0
CelebA_Spoof\Data\train\9940\live\007797.jpg,0
CelebA_Spoof\Data\train\9940\live\069265.jpg,0
CelebA_Spoof\Data\train\9940\live\080909.jpg,0
CelebA_Spoof\Data\train\9940\live\112102.jpg,0
CelebA_Spoof\Data\train\9940\live\144360.jpg,0
CelebA_Spoof\Data\train\9940\live\161838.jpg,0
CelebA_Spoof\Data\train\9940\live\227618.jpg,0
CelebA_Spoof\Data\train\9940\live\236190.jpg,0
CelebA_Spoof\Data\train\9940\live\305985.jpg,0
CelebA_Spoof\Data\train\9940\live\335789.jpg,0
CelebA_Spoof\Data\train\9940\live\338262.jpg,0
CelebA_Spoof\Data\train\9940\live\348472.jpg,0
CelebA_Spoof\Data\train\9940\live\349211.jpg,0
CelebA_Spoof\Data\train\9940\live\396249.jpg,0
CelebA_Spoof\Data\train\9940\live\439048.jpg,0
CelebA_Spoof\Data\train\9940\live\481478.jpg,0
CelebA_Spoof\Data\train\9942\live\034436.jpg,0
CelebA_Spoof\Data\train\9942\live\103641.jpg,0
CelebA_Spoof\Data\train\9942\live\193891.jpg,0
CelebA_Spoof\Data\train\9942\live\323593.jpg,0
CelebA_Spoof\Data\train\9942\live\399057.jpg,0
CelebA_Spoof\Data\train\9942\live\470672.jpg,0
CelebA_Spoof\Data\train\9943\live\038787.jpg,0
CelebA_Spoof\Data\train\9943\live\062931.jpg,0
CelebA_Spoof\Data\train\9944\live\052195.jpg,0
CelebA_Spoof\Data\train\9944\live\053108.jpg,0
CelebA_Spoof\Data\train\9944\live\080997.jpg,0
CelebA_Spoof\Data\train\9944\live\127316.jpg,0
CelebA_Spoof\Data\train\9944\live\150274.jpg,0
CelebA_Spoof\Data\train\9944\live\167532.jpg,0
CelebA_Spoof\Data\train\9944\live\168049.jpg,0
CelebA_Spoof\Data\train\9944\live\172339.jpg,0
CelebA_Spoof\Data\train\9944\live\179818.jpg,0
CelebA_Spoof\Data\train\9944\live\190056.jpg,0
CelebA_Spoof\Data\train\9944\live\198797.jpg,0
CelebA_Spoof\Data\train\9944\live\230366.jpg,0
CelebA_Spoof\Data\train\9944\live\248859.jpg,0
CelebA_Spoof\Data\train\9944\live\258315.jpg,0
CelebA_Spoof\Data\train\9944\live\261315.jpg,0
CelebA_Spoof\Data\train\9944\live\263275.jpg,0
CelebA_Spoof\Data\train\9944\live\278776.jpg,0
CelebA_Spoof\Data\train\9944\live\306404.jpg,0
CelebA_Spoof\Data\train\9944\live\317590.jpg,0
CelebA_Spoof\Data\train\9944\live\331056.jpg,0
CelebA_Spoof\Data\train\9944\live\339665.jpg,0
CelebA_Spoof\Data\train\9944\live\342106.jpg,0
CelebA_Spoof\Data\train\9944\live\346257.jpg,0
CelebA_Spoof\Data\train\9944\live\346425.jpg,0
CelebA_Spoof\Data\train\9944\live\361084.jpg,0
CelebA_Spoof\Data\train\9944\live\366726.jpg,0
CelebA_Spoof\Data\train\9944\live\374345.jpg,0
CelebA_Spoof\Data\train\9944\live\389801.jpg,0
CelebA_Spoof\Data\train\9944\live\438460.jpg,0
CelebA_Spoof\Data\train\9944\live\467846.jpg,0
CelebA_Spoof\Data\train\9945\live\021077.jpg,0
CelebA_Spoof\Data\train\9945\live\032416.jpg,0
CelebA_Spoof\Data\train\9945\live\034679.jpg,0
CelebA_Spoof\Data\train\9945\live\037992.jpg,0
CelebA_Spoof\Data\train\9945\live\081765.jpg,0
CelebA_Spoof\Data\train\9945\live\089077.jpg,0
CelebA_Spoof\Data\train\9945\live\158299.jpg,0
CelebA_Spoof\Data\train\9945\live\159329.jpg,0
CelebA_Spoof\Data\train\9945\live\173659.jpg,0
CelebA_Spoof\Data\train\9945\live\191152.jpg,0
CelebA_Spoof\Data\train\9945\live\194674.jpg,0
CelebA_Spoof\Data\train\9945\live\199521.jpg,0
CelebA_Spoof\Data\train\9945\live\206944.jpg,0
CelebA_Spoof\Data\train\9945\live\240095.jpg,0
CelebA_Spoof\Data\train\9945\live\243383.jpg,0
CelebA_Spoof\Data\train\9945\live\251816.jpg,0
CelebA_Spoof\Data\train\9945\live\271935.jpg,0
CelebA_Spoof\Data\train\9945\live\298904.jpg,0
CelebA_Spoof\Data\train\9945\live\301272.jpg,0
CelebA_Spoof\Data\train\9945\live\306439.jpg,0
CelebA_Spoof\Data\train\9945\live\322156.jpg,0
CelebA_Spoof\Data\train\9945\live\322507.jpg,0
CelebA_Spoof\Data\train\9945\live\358161.jpg,0
CelebA_Spoof\Data\train\9945\live\384978.jpg,0
CelebA_Spoof\Data\train\9945\live\390854.jpg,0
CelebA_Spoof\Data\train\9945\live\426596.jpg,0
CelebA_Spoof\Data\train\9945\live\428016.jpg,0
CelebA_Spoof\Data\train\9945\live\469681.jpg,0
CelebA_Spoof\Data\train\9945\live\474595.jpg,0
CelebA_Spoof\Data\train\9945\live\487697.jpg,0
CelebA_Spoof\Data\train\9946\live\007155.jpg,0
CelebA_Spoof\Data\train\9946\live\043452.jpg,0
CelebA_Spoof\Data\train\9946\live\065665.jpg,0
CelebA_Spoof\Data\train\9946\live\087286.jpg,0
CelebA_Spoof\Data\train\9946\live\087611.jpg,0
CelebA_Spoof\Data\train\9946\live\108247.jpg,0
CelebA_Spoof\Data\train\9946\live\121266.jpg,0
CelebA_Spoof\Data\train\9946\live\148375.jpg,0
CelebA_Spoof\Data\train\9946\live\193279.jpg,0
CelebA_Spoof\Data\train\9946\live\224275.jpg,0
CelebA_Spoof\Data\train\9946\live\224902.jpg,0
CelebA_Spoof\Data\train\9946\live\235570.jpg,0
CelebA_Spoof\Data\train\9946\live\235796.jpg,0
CelebA_Spoof\Data\train\9946\live\241441.jpg,0
CelebA_Spoof\Data\train\9946\live\267535.jpg,0
CelebA_Spoof\Data\train\9946\live\299021.jpg,0
CelebA_Spoof\Data\train\9946\live\302117.jpg,0
CelebA_Spoof\Data\train\9946\live\311706.jpg,0
CelebA_Spoof\Data\train\9946\live\331496.jpg,0
CelebA_Spoof\Data\train\9946\live\348202.jpg,0
CelebA_Spoof\Data\train\9946\live\366485.jpg,0
CelebA_Spoof\Data\train\9946\live\375421.jpg,0
CelebA_Spoof\Data\train\9946\live\393725.jpg,0
CelebA_Spoof\Data\train\9946\live\396317.jpg,0
CelebA_Spoof\Data\train\9946\live\431277.jpg,0
CelebA_Spoof\Data\train\9946\live\465359.jpg,0
CelebA_Spoof\Data\train\9946\live\465868.jpg,0
CelebA_Spoof\Data\train\9946\live\474467.jpg,0
CelebA_Spoof\Data\train\9946\live\478364.jpg,0
CelebA_Spoof\Data\train\9946\live\485975.jpg,0
CelebA_Spoof\Data\train\9947\live\003095.jpg,0
CelebA_Spoof\Data\train\9947\live\009742.jpg,0
CelebA_Spoof\Data\train\9947\live\011675.jpg,0
CelebA_Spoof\Data\train\9947\live\019675.jpg,0
CelebA_Spoof\Data\train\9947\live\043966.jpg,0
CelebA_Spoof\Data\train\9947\live\068056.jpg,0
CelebA_Spoof\Data\train\9947\live\121143.jpg,0
CelebA_Spoof\Data\train\9947\live\126029.jpg,0
CelebA_Spoof\Data\train\9947\live\148865.jpg,0
CelebA_Spoof\Data\train\9947\live\165044.jpg,0
CelebA_Spoof\Data\train\9947\live\196782.jpg,0
CelebA_Spoof\Data\train\9947\live\223094.jpg,0
CelebA_Spoof\Data\train\9947\live\279530.jpg,0
CelebA_Spoof\Data\train\9947\live\291100.jpg,0
CelebA_Spoof\Data\train\9947\live\307967.jpg,0
CelebA_Spoof\Data\train\9947\live\312158.jpg,0
CelebA_Spoof\Data\train\9947\live\324284.jpg,0
CelebA_Spoof\Data\train\9947\live\401175.jpg,0
CelebA_Spoof\Data\train\9947\live\404652.jpg,0
CelebA_Spoof\Data\train\9947\live\417807.jpg,0
CelebA_Spoof\Data\train\9948\live\008906.jpg,0
CelebA_Spoof\Data\train\9948\live\028794.jpg,0
CelebA_Spoof\Data\train\9948\live\056472.jpg,0
CelebA_Spoof\Data\train\9948\live\063130.jpg,0
CelebA_Spoof\Data\train\9948\live\206281.jpg,0
CelebA_Spoof\Data\train\9948\live\206340.jpg,0
CelebA_Spoof\Data\train\9948\live\251975.jpg,0
CelebA_Spoof\Data\train\9948\live\267055.jpg,0
CelebA_Spoof\Data\train\9948\live\273581.jpg,0
CelebA_Spoof\Data\train\9948\live\281910.jpg,0
CelebA_Spoof\Data\train\9948\live\296096.jpg,0
CelebA_Spoof\Data\train\9948\live\316551.jpg,0
CelebA_Spoof\Data\train\9948\live\338307.jpg,0
CelebA_Spoof\Data\train\9948\live\366873.jpg,0
CelebA_Spoof\Data\train\9948\live\416760.jpg,0
CelebA_Spoof\Data\train\9948\live\416869.jpg,0
CelebA_Spoof\Data\train\9948\live\433708.jpg,0
CelebA_Spoof\Data\train\9948\live\443985.jpg,0
CelebA_Spoof\Data\train\9948\live\465708.jpg,0
CelebA_Spoof\Data\train\9948\live\476319.jpg,0
CelebA_Spoof\Data\train\9949\live\010236.jpg,0
CelebA_Spoof\Data\train\9949\live\027300.jpg,0
CelebA_Spoof\Data\train\9949\live\085442.jpg,0
CelebA_Spoof\Data\train\9949\live\117370.jpg,0
CelebA_Spoof\Data\train\9949\live\176361.jpg,0
CelebA_Spoof\Data\train\9949\live\186749.jpg,0
CelebA_Spoof\Data\train\9949\live\193523.jpg,0
CelebA_Spoof\Data\train\9949\live\223450.jpg,0
CelebA_Spoof\Data\train\9949\live\262018.jpg,0
CelebA_Spoof\Data\train\9949\live\319138.jpg,0
CelebA_Spoof\Data\train\9949\live\332967.jpg,0
CelebA_Spoof\Data\train\9949\live\344010.jpg,0
CelebA_Spoof\Data\train\9949\live\345947.jpg,0
CelebA_Spoof\Data\train\9949\live\365111.jpg,0
CelebA_Spoof\Data\train\9949\live\365265.jpg,0
CelebA_Spoof\Data\train\9949\live\384382.jpg,0
CelebA_Spoof\Data\train\9949\live\431099.jpg,0
CelebA_Spoof\Data\train\9949\live\437689.jpg,0
CelebA_Spoof\Data\train\9949\live\444556.jpg,0
CelebA_Spoof\Data\train\9949\live\482725.jpg,0
CelebA_Spoof\Data\train\995\live\120088.jpg,0
CelebA_Spoof\Data\train\995\live\144492.jpg,0
CelebA_Spoof\Data\train\995\live\164794.jpg,0
CelebA_Spoof\Data\train\995\live\341586.jpg,0
